Date,Name,Year,Letterboxd URI,Plot,Director1,Director2,Genre1,Genre2,Country1,Country2,RatingAvg,RatingCount
2022-07-14,Pickpocket,1959,https://boxd.it/29O8,"Michel takes up pickpocketing on a lark and is arrested soon after. His mother dies shortly after his release, and despite the objections of his only friend, Jacques, and his mother's neighbor Jeanne, Michel teams up with a couple of petty thieves in order to improve his craft. With a police inspector keeping an eye on him, Michel also tries to get a straight job, but the temptation to steal is hard to resist.",Robert Bresson,,Drama,Crime,France,,3.95,63601.0
2022-08-10,Winter Sleep,2014,https://boxd.it/7Ua0,"Aydın is a hotel owner and a retired actor in rural Turkey. As winter emerges he begins navigating the conflicts within the relationships with his wife, sister and existence.",Nuri Bilge Ceylan,,Drama,,Turkey,France,4.19,44731.0
2022-08-10,Bunny Lake Is Missing,1965,https://boxd.it/27NW,"A woman reports that her young daughter is missing, but there seems to be no evidence that she ever existed.",Otto Preminger,,Thriller,Mystery,UK,,3.9,15710.0
2022-08-10,American Gigolo,1980,https://boxd.it/26l8,"Julian makes a lucrative living as an escort to older women in the Los Angeles area. He begins a relationship with Michelle, a local politician's wife, without expecting any pay. One of his clients is murdered and Detective Sunday begins pumping him for details on his different clients, something he is reluctant to do considering the nature of his work. Julian begins to suspect he's being framed. Meanwhile Michelle begins to fall in love with him.",Paul Schrader,,Mystery,Crime,USA,,3.45,36855.0
2022-08-12,We All Loved Each Other So Much,1974,https://boxd.it/XjK,"Three partisans bound by a strong friendship return home after the war, but the clash with everyday reality puts a strain on their bond.",Ettore Scola,,Drama,Comedy,Italy,,4.24,18249.0
2022-08-12,A Scanner Darkly,2006,https://boxd.it/25jK,An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.,Richard Linklater,,Science Fiction,Animation,USA,,3.58,88590.0
2022-08-15,Old,2021,https://boxd.it/npKI,A group of families on a tropical holiday discover that the secluded beach where they are staying is somehow causing them to age rapidly – reducing their entire lives into a single day.,M. Night Shyamalan,,Thriller,Mystery,China,USA,2.45,555257.0
2022-08-19,10 Rillington Place,1971,https://boxd.it/1uig,"The story of British serial killer John Christie, who committed most or all of his crimes in the titular terraced house, and the miscarriage of justice involving Timothy Evans.",Richard Fleischer,,Thriller,Crime,UK,,3.77,8879.0
2022-08-19,Death Becomes Her,1992,https://boxd.it/1YQi,"Madeline is married to Ernest, who was once arch-rival Helen's fiance. After recovering from a mental breakdown, Helen vows to kill Madeline and steal back Ernest. Unfortunately for everyone, the introduction of a magic potion causes things to be a great deal more complicated than a mere murder plot.",Robert Zemeckis,,Comedy,Fantasy,USA,,3.71,263130.0
2022-08-19,Sans Soleil,1983,https://boxd.it/28B8,"A woman narrates the thoughts of a world traveler, meditations on time and memory expressed in words and images from places as far-flung as Japan, Guinea-Bissau, Iceland, and San Francisco.",Chris Marker,,Documentary,,France,,4.22,37050.0
2022-08-20,One Way or Another,1976,https://boxd.it/Lyo,"Set during a retreat of Christian Democrat politicians who practice spiritual exercises together, it is an allegory of corrupted power. Disturbing, claustrophobic settings are the background to a series of mysterious crimes.",Elio Petri,,Drama,Thriller,Italy,France,3.93,3769.0
2022-08-20,Bodies Bodies Bodies,2022,https://boxd.it/iRcE,"In an isolated family mansion, a group of rich 20-somethings decides to play Bodies Bodies Bodies, a game where one of them is secretly a ""killer"" while the rest tries to ""escape"". Things take a turn for the worse when real bodies start turning up, setting off a paranoid and dangerous chain of events.",Halina Reijn,,Mystery,Horror,USA,,3.29,959924.0
2022-08-21,Dancer in the Dark,2000,https://boxd.it/71E,"Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, escaping life's troubles – even if just for a moment – by dreaming up little numbers to the rhythmic beats of her surroundings.",Lars von Trier,,Drama,Crime,Denmark,Finland,4.2,156230.0
2022-08-21,Gozu,2003,https://boxd.it/1RTa,"Minami mistakenly kills a gangster associate of his named Brother. Almost as soon as the murder takes place, the body of the deceased man is gone, prompting Minami to conduct a search. While looking, he finds a mysterious isolated hotel where he decides to take a rest. Not only are the front desk clerks a bit strange, but even the ambiance feels unusual. Minami soon realizes he may have gotten more than he bargained for.",Takashi Miike,,Mystery,Crime,Japan,,3.67,15287.0
2022-08-22,Grizzly Man,2005,https://boxd.it/2ag2,"Werner Herzog's documentary film about the ""Grizzly Man"" Timothy Treadwell and what the thirteen summers in a National Park in Alaska were like in one man's attempt to protect the grizzly bears. The film is full of unique images and a look into the spirit of a man who sacrificed himself for nature.",Werner Herzog,,Documentary,,USA,,4.13,100798.0
2022-09-02,Toto the Hero,1991,https://boxd.it/pom,"80-year-old Thomas recounts his childhood and middle age through a series of flashbacks and dream sequences. Thomas believes he’s been taken away from a better life at birth; following a hospital fire, he vividly recalls being swapped with another new-born, and subsequently grows up in a poorer neighbouring household.",Jaco Van Dormael,,Drama,Fantasy,Belgium,France,3.74,3382.0
2022-09-05,Belladonna of Sadness,1973,https://boxd.it/2q,"An evil feudal lord rapes a village girl on her wedding night and proceeds to ruin her and her husband's lives. After she's eventually banished from her village, the girl makes a pact with the devil to gain magical ability and take revenge.",Eiichi Yamamoto,,Drama,Fantasy,Japan,,3.74,71374.0
2022-09-06,Yi Yi,2000,https://boxd.it/1vCw,"Each member of a family in Taipei asks hard questions about life's meaning as they live through everyday quandaries. NJ is morose: his brother owes him money, his mother-in-law is in a coma, his wife suffers a spiritual crisis when she finds her life a blank and his business partners make bad decisions.",Edward Yang,,Drama,,Japan,Taiwan,4.54,107594.0
2022-09-07,The Company of Wolves,1984,https://boxd.it/1SO6,"An adaptation of Angela Carter's fairy tales. Young Rosaleen dreams of a village in the dark woods, where Granny tells her cautionary tales in which innocent maidens are tempted by wolves who are hairy on the inside. As Rosaleen grows into womanhood, will the wolves come for her too?",Neil Jordan,,Fantasy,Horror,UK,,3.45,25404.0
2022-09-07,The Hourglass Sanatorium,1973,https://boxd.it/OUW,"Josef visits a dilapidated Sanatorium to see his father. Josef undertakes a strange journey through the many rooms of the sanatorium, each which conjures worlds composed of his memories, dreams and nightmares.",Wojciech Jerzy Has,,Fantasy,Horror,Poland,,3.99,16161.0
2022-09-12,Sorry to Bother You,2018,https://boxd.it/f21E,"In an alternate present-day version of Oakland, black telemarketer Cassius Green discovers a magical key to professional success – which propels him into a macabre universe.",Boots Riley,,Fantasy,Science Fiction,USA,,3.73,450374.0
2022-09-15,Summer with Monika,1953,https://boxd.it/JZC,"Monika from Stockholm falls in love with Harry, a young man on holiday. When she becomes pregnant they are forced into a marriage, which begins to fall apart soon after they take up residence in a cramped little flat.",Ingmar Bergman,,Drama,Romance,Sweden,,3.85,36842.0
2022-09-19,Memoria,2021,https://boxd.it/iwtE,"One morning, Jessica Holland, a Scottish orchid farmer visiting her sister in Bogotá, is woken by a loud ‘bang’. This haunting sound dispels her sleep for days, calling into question her identity and guiding her from recording studios to secluded jungle villages in an attempt to find its source.",Apichatpong Weerasethakul,,Science Fiction,Drama,China,Colombia,3.77,59284.0
2022-09-21,The House of the Devil,2009,https://boxd.it/1uIe,"A young college student who’s struggling financially takes a strange babysitting job which coincides with a full lunar eclipse. She slowly realizes her clients harbor a terrifying secret, putting her life in mortal danger.",Ti West,,Mystery,Horror,USA,,3.32,87468.0
2022-09-23,Detective Chinatown,2015,https://boxd.it/cXeE,"After being rejected from the police college, a mannerly man travels to Bangkok where he and an energetic distant relative must solve a murder case.",Chen Sicheng,,Comedy,Action,China,,3.25,2439.0
2022-09-24,Moonage Daydream,2022,https://boxd.it/A8Co,A cinematic odyssey featuring never-before-seen footage exploring David Bowie's creative and musical journey.,Brett Morgen,,Documentary,Music,Germany,USA,4.03,80415.0
2022-09-25,"Confess, Fletch",2022,https://boxd.it/ra9K,"The roguishly charming and endlessly troublesome Fletch becomes the prime suspect in a murder case while searching for a stolen art collection. The only way to prove his innocence? Find out which of the long list of suspects is the culprit - from the eccentric art dealer and a missing playboy to a crazy neighbor and Fletch’s Italian girlfriend. Crime, in fact, has never been this disorganized.",Greg Mottola,,Mystery,Crime,USA,,3.24,59744.0
2022-09-25,Deerskin,2019,https://boxd.it/lqOW,"A man's obsession with owning the designer deerskin jacket of his dreams leads him to turn his back on his humdrum life in the suburbs, blow his life savings, and even turn him to crime.",Quentin Dupieux,,Comedy,Horror,Belgium,France,3.59,42768.0
2022-09-25,Taxi,1998,https://boxd.it/26UM,"In Marseilles a skilled pizza delivery boy Daniel who drives a scooter finally has his dreams come true. He gets a taxi license. Caught by the police for a huge speed infraction, he will help Emilien, a loser inspector who can't drive, on the track of German bank robbers, so he doesn't lose his license and his dream job.",Gérard Pirès,,Comedy,Crime,France,,3.29,42268.0
2022-09-28,Brand New Cherry Flavor,2021,https://boxd.it/wlSQ,"A filmmaker heads to Hollywood in the early ’90s to make her movie but tumbles down a hallucinatory rabbit hole of sex, magic, revenge — and kittens.",Arkasha Stevenson,Gandja Monteiro,Drama,Horror,USA,,3.66,16368.0
2022-09-29,The Uninvited,1944,https://boxd.it/1KeO,"A brother and sister move into an old seaside house that has been abandoned for many years on the Cornwellian coast. They soon discover that it is haunted by the ghost of the mother of their neighbor's granddaughter, with whom the brother has fallen in love.",Lewis Allen,,Mystery,Horror,USA,,3.51,14856.0
2022-09-29,The Haunting,1963,https://boxd.it/1T7M,"Dr. Markway, doing research to prove the existence of ghosts, investigates Hill House, a large, eerie mansion with a lurid history of violent death and insanity.",Robert Wise,,Horror,,UK,,3.78,52757.0
2022-09-29,Rebecca,1940,https://boxd.it/2aQa,"Story of a young woman who marries a fascinating widower only to find out that she must live in the shadow of his former wife, Rebecca, who died mysteriously several years earlier. The young wife must come to grips with the terrible secret of her handsome, cold husband, Max De Winter. She must also deal with the jealous, obsessed Mrs. Danvers, the housekeeper, who will not accept her as the mistress of the house.",Alfred Hitchcock,,Mystery,Thriller,USA,,4.12,127907.0
2022-09-30,See How They Run,2022,https://boxd.it/sNVq,"In the West End of 1950s London, plans for a movie version of a smash-hit play come to an abrupt halt after a pivotal member of the crew is murdered. When world-weary Inspector Stoppard and eager rookie Constable Stalker take on the case, the two find themselves thrown into a puzzling whodunit within the glamorously sordid theater underground, investigating the mysterious homicide at their own peril.",Tom George,,Comedy,Crime,UK,USA,3.18,244066.0
2022-10-08,Cannibal Holocaust,1980,https://boxd.it/1ZWQ,A New York University professor returns from a rescue mission to the Amazon rainforest with the footage shot by a lost team of documentarians who were making a film about the area's local cannibal tribes.,Ruggero Deodato,,Horror,,Colombia,Italy,2.68,87990.0
2022-10-10,The Last Duel,2021,https://boxd.it/mQbe,"King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire, Jacques Le Gris, by challenging him to a duel.",Ridley Scott,,History,Drama,USA,,3.73,292452.0
2022-10-11,Roadgames,1981,https://boxd.it/VjI,A truck driver plays a cat-and-mouse game with a mysterious serial killer in a van who lures young female hitchhiker victims on a desolate Australian highway.,Richard Franklin,,Horror,Mystery,Australia,,3.5,19539.0
2022-10-12,Holy Spider,2022,https://boxd.it/xBn2,"A journalist descends into the dark underbelly of the Iranian holy city of Mashhad as she investigates the serial killings of sex workers by the so called ""Spider Killer"", who believes he is cleansing the streets of sinners.",Ali Abbasi,,Thriller,Crime,Denmark,Jordan,3.62,76242.0
2022-10-12,Helter Skelter,2012,https://boxd.it/3ybW,"Top model Lilico, having recently undergone multiple cosmetic surgeries, begins to experience troubling side effects. As she desperately tries to retain her perfect image, Lilico descends into a world of nightmares and makes those around her miserable.",Mika Ninagawa,,Drama,Horror,Japan,,3.84,55861.0
2022-10-12,Audition,1999,https://boxd.it/1UHm,"Seven years after the death of his wife, widower Shigeharu seeks advice on how to find a new wife from a colleague. Taking advantage of their position as a film company, they stage an audition. Interviewing a series of women, Shigeharu is enchanted by the quiet Asami. But soon things take a twisted turn as Asami isn’t what she seems to be.",Takashi Miike,,Drama,Horror,Japan,,3.81,209632.0
2022-10-18,Thirst,2009,https://boxd.it/1Aqq,"A respected priest volunteers for an experimental procedure that may lead to a cure for a deadly virus. He gets infected and dies, but a blood transfusion of unknown origin brings him back to life. Now, he’s torn between faith and bloodlust, and has a newfound desire for the wife of a childhood friend.",Park Chan-wook,,Drama,Horror,South Korea,,3.78,78687.0
2022-10-22,Miracle in Cell No. 7,2019,https://boxd.it/nFrM,"Separated from his daughter, a father with an intellectual disability must prove his innocence when he is jailed for the death of a commander's child.",Mehmet Ada Öztekin,,Drama,,Turkey,,3.72,82571.0
